nombre_entidad,municipio_entidad,codigo_municipio_ent,codigo_departamento_ent,orden_entidad,departamento_entidad,latitud,longitud,oferentes_prom,ind_prom_oferentes,perc_contr_cerrada_num,perc_contr_cerrada_val,HHI_cant,HHI_val,ID_cant,ID_val,ofertas_prom,ind_prom_ofertas,ganadoras,IC4K_cant,IC4K_val,perc_tiempo_adiciones,perc_valor_adiciones,ind_valor_adiciones,ind_riesgo_corrupcion
NORTE DE SANTANDER  ALC. CONVENCIÓN,Convención,54206,54,TDM5,Norte de Santander,8.468918,-73.337638,NA,NA,71.42857142857143,67.82669312027456,22.448979591836732,34.09904753250269,9.523809523809524,34.099046825752154,NA,NA,28.57142857142857,85.71428571428571,96.78266931202745,0,0,0,37.8541349813397
TOLIMA  ALC. SALDAÑA,Saldaña,73671,73,TDM6,Tolima,3.9127558596000003,-74.99509819,NA,NA,83.33333333333334,93.75019507502867,22.222222222222218,46.047994368141644,6.666666666666667,46.04799419060338,NA,NA,16.666666666666664,83.33333333333333,95.06399999328704,0,0,0,40.64403742351632
ENVIGADO - SECRETARIA DE DESARROLLO ECONOMICO,Envigado,5266,5,Territorial,Antioquia,6.154151793043479,-75.54186751826087,6,99.28143712574851,100,100,100,100,NA,NA,3,96.20253164556962,0,NA,NA,NA,62.5763525,31.06307765775309,76.56926654767457
RIONEGRO - ESAL,Rionegro,5615,5,Territorial,Antioquia,6.138756342793103,-75.41618859137931,24.5,97.06586826347305,100,100,50,50.44853834892768,0,50.448538014083944,1.5,98.10126582278481,0,100,100,NA,0,0,57.96797270293213
SANTANDER  COLEGIO ISIDRO CABELLERO DELGADO  FLORIDABLANCA,Floridablanca,68276,68,TDC,Santander,7.06555413225,-73.08299921416666,NA,NA,100,100,18.518518518518515,19.83396864923521,8.333333333333332,19.83396772874807,NA,NA,22.22222222222222,66.66666666666666,82.06268034251165,0,0,0,37.96703543022615
HUILA  ALC. ELIAS,Elías,41244,41,TDM6,Huila,2.0049465196666665,-75.95261364333334,NA,NA,100,100,14,23.565307891861636,4.444444444444445,23.56530709409315,NA,NA,19.999999999999996,60.00000000000001,89.60384558621999,0,0,0,37.419417992956916
SANTANDER  ESE HOSP. REGIONAL DE GARCIA ROVIRA,Málaga,68432,68,TDM3,Santander,6.703025504,-72.73623766,NA,NA,100,100,50,64.6578613070732,0,64.65786103468427,NA,NA,0,100,100,0,0,0,46.78707830064302
MAGDALENA  ALC. PUEBLO VIEJO,Pueblo Viejo,47570,47,TDM5,Magdalena,10.87191910888889,-74.29364458111111,NA,NA,90.9090909090909,98.00632041347748,15.702479338842975,41.82389488359041,7.2727272727272725,41.823894836249806,NA,NA,27.27272727272727,63.63636363636363,87.5117613058473,0,0,0,39.285033184787935
SANTANDER  ALC. EL PEÑÓN,El Peñón,68250,68,TDM6,Santander,6.097511186666667,-73.87938278166666,NA,NA,66.66666666666666,60.25965360475549,13.580246913580247,22.94311382551181,2.7777777777777777,22.94311308739138,NA,NA,11.111111111111116,55.55555555555556,81.80200037789442,0,0,0,28.608738712077553
META  INST. DE TRÁNSITO Y TRANSPORTE DE ACACIAS,Acacias,50006,50,TDM2,Meta,3.9882049999999998,-73.765802,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,100,30.538922155688624,15.159606985821556,43.21231614268877
HUILA  CENTRO EDUCATIVO EL CAUCHAL  PITAL,Acevedo,41006,41,TDD,Huila,1.7814513262,-75.939344218,NA,NA,100,100,100,100,100,100,NA,NA,50,100,100,0,0,0,68.18181818181819
ATLANTICO  IED CIUDADELA ESTUDIANTIL  BARRANQUILLA,Barranquilla,8001,8,Distrito Capital,Atlántico,10.97592682,-74.79525905,NA,NA,100,100,37.5,35.50608079356587,16.666666666666664,35.50607945817465,NA,NA,25,100,100,0,0,0,46.788431587293864
VALLE DEL CAUCA  I.E. JORGE ISAACS INEM  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,26.530612244897956,34.944008702472075,14.285714285714285,34.94400794584603,NA,NA,28.57142857142857,85.71428571428571,91.70160617551882,0,0,0,43.79524142675613
VALLE DEL CAUCA  I.E. EUSTAQUIO PALACIOS  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,22.448979591836732,22.136231952871174,9.523809523809524,22.136230829856878,NA,NA,28.57142857142857,85.71428571428571,89.61644269486153,14.285714285714285,0,0,42.93608112134614
QUINDÍO  I.E. SIMÓN BOLÍVAR  QUIMBAYA,Quimbaya,63594,63,TDD,Quindío,4.60759487975,-75.768545935,NA,NA,100,100,50,57.52071446845032,0,57.52070616504782,NA,NA,0,100,100,0,0,0,46.13824676985912
VALLE DEL CAUCA  INST. MPAL. PARA EL DEPORTE Y LA RECREACIÓN  PRADERA,Pradera,76563,76,TDD,Valle del Cauca,3.4084777863333335,-76.22505835111112,NA,NA,66.66666666666666,33.71094463731043,33.33333333333333,49.82320899010604,0,49.823204406075746,NA,NA,0,100,100,0,0,0,34.866741238856044
CALDAS  I.E. RURAL LA TRINIDAD  MANIZALES,Manizales,17001,17,TDD,Caldas,5.072044001681818,-75.55864115181818,NA,NA,100,100,50,53.90257205387206,0,53.90256641724866,NA,NA,0,100,100,0,0,0,45.80932473217019
VALLE DEL CAUCA  I.E. EVA RIASCOS PLATA  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,28,44.80370267678132,10,44.80370004022582,NA,NA,19.999999999999996,100,100,0,0,0,45.70942751607103
VALLE DEL CAUCA  I.E. MARINO RENJIFO SALCEDO  CANDELARIA,Candelaria,76130,76,TDC,Valle del Cauca,3.3996023452,-76.3917301876,NA,NA,100,100,68,90.15867780441036,60,90.15867750239576,NA,NA,60,100,100,0,0,0,61.650788891310036
VALLE DEL CAUCA  I.E. NAVARRO  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,50,63.289972267569446,0,63.28996882899342,NA,NA,0,100,100,0,0,0,46.662724751597224
VALLE DEL CAUCA  I.E. LOS ANDES  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
VALLE DEL CAUCA  I.E. JOSÉ ANTONIO GALÁN  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,33.33333333333333,41.9181224887926,0,41.918115743563725,NA,NA,0,100,100,0,0,0,43.204677802011446
VALLE DEL CAUCA  I.E. SANTA FE  CALI,Cali,76001,76,TDC,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,33.33333333333333,39.208540074837344,0,39.20853605215976,NA,NA,0,100,100,0,0,0,42.95835212801551
VALLE DEL CAUCA  I.E. EL DIAMANTE  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,50,51.50429016920666,0,51.50428334871855,NA,NA,0,100,100,0,0,0,45.591299106291515
VALLE DEL CAUCA  I.E. SANTO TOMÁS  CALI,Cali,76001,76,TDC,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,62.5,53.75244700430207,50,53.75244590717516,NA,NA,50,100,100,0,0,0,56.02294972766382
VALLE DEL CAUCA  I.E. DE SANTA LIBRADA  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,55.55555555555555,62.41722592237411,33.33333333333333,62.41722356566045,NA,NA,33.333333333333336,100,100,0,0,0,53.149040740417846
VALLE DEL CAUCA  I.E. CRISTÓBAL COLÓN  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,50,50,0,49.99999749999988,NA,NA,0,100,100,0,0,0,45.45454545454545
VALLE DEL CAUCA  I.E.T. DE COMERCIO SANTA CECILIA  CALI,Cali,76001,76,TDD,Valle del Cauca,3.406996142924528,-76.56139954018867,NA,NA,100,100,28,31.516433498737392,10,31.516432302476076,NA,NA,19.999999999999996,100,100,0,0,0,44.50149395443067
VALLE DEL CAUCA  I.E. LUIS CARLOS VALENCIA  JAMUNDÍ,Jamundí,76364,76,TDC,Valle del Cauca,3.207510008192308,-76.58441089576924,NA,NA,25,63.30950195084344,37.5,47.37715160108916,16.666666666666664,47.377148529031686,NA,NA,25,100,100,25,12.383191127125134,6.1470509587896975,41.67123293677401
VALLE DEL CAUCA  I.E. PRESBITERO HORACIO GOMEZ GALLO  JAMUNDI,Jamundí,76364,76,TDD,Valle del Cauca,3.207510008192308,-76.58441089576924,NA,NA,100,100,25,46.66792859253369,0,46.667926118237155,NA,NA,0,100,100,0,0,0,42.87890259932124
BOGOTÁ DC  IED GARCES NAVAS,Bogotá D.C.,11001,11,Distrito Capital,Bogotá D.C.,4.3168398514615385,-74.20605366615385,NA,NA,100,100,14.285714285714285,21.571238438517188,0,21.571237118645602,NA,NA,0,57.14285714285714,86.10350023080868,14.285714285714285,0,0,35.76263858032833
NARIÑO  EMPRESA OBRAS SANITARIAS DE PASTO,Pasto,52001,52,TDD,Nariño,1.207692,-77.281705,NA,NA,100,100,50,68.06360736532024,0,68.06360656902457,NA,NA,0,100,100,0,0,0,47.09669157866548
VALLE DEL CAUCA  I.E. LA MILAGROSA  PALMIRA,Palmira,76520,76,TDC,Valle del Cauca,3.535565814511628,-76.30431825186047,NA,NA,100,100,33.33333333333333,45.25752177741071,0,45.25751981367171,NA,NA,0,100,100,0,0,0,43.50825955552219
VALLE DEL CAUCA I.E. SEMILLA DE LA ESPERANZA  PALMIRA,Palmira,76520,76,TDC,Valle del Cauca,3.535565814511628,-76.30431825186047,NA,NA,100,100,38.888888888888886,40.2800250038989,26.666666666666668,40.28002341219015,NA,NA,50,100,100,0,7.314148681055157,3.6307640091353788,51.52549938633136
CHOCÓ  ALC. UNION PANAMERICANA,Unión Panamericana,27810,27,TDM6,Chocó,5.2477259178,-76.644557176,NA,NA,85.18518518518519,89.43416984943615,4.526748971193415,9.523492323757825,0.8547008547008548,9.52349210235561,NA,NA,11.111111111111116,25.925925925925924,48.32341852537325,0,0,0,24.989522976971248
ANTIOQUIA  ALC. NECOCLÍ,Necoclí,5490,5,TDM6,Antioquia,8.465566013833334,-76.67134741,NA,NA,90,97.84367885748134,16,30.409280184698147,6.666666666666667,30.40928012052883,NA,NA,19.999999999999996,60,96.50456755844874,0,0,0,37.94765393339044
"SECRETARÍA DISTRITAL DE CULTURA, RECREACIÓN Y DEPORTE - DIRECCIÓN DE GESTIÓN CORPORATIVA",Bogotá D.C.,11001,11,Territorial,Bogotá D.C.,4.3168398514615385,-74.20605366615385,31,96.2874251497006,0,0,100,100,NA,NA,11,86.07594936708861,0,NA,NA,NA,0,0,42.48481939075435
ANTIOQUIA  I.E. CONCEJO MPAL.  ITAGÜÍ,Itagui,5360,5,TDM2,Antioquia,6.186172351285714,-75.61303157571429,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ANTIOQUIA  ASN. DE S DEL NORTE ANTIOQUEÑO  AMUNORTE,Medellín,5001,5,TDM2,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,50,60.330578512396706,0,60.330577482022086,NA,NA,0,100,100,0,0,0,46.39368895567243
META  ALC. CABUYARO,Cabuyaro,50124,50,TDM6,Meta,4.34334830425,-72.8776967525,NA,NA,100,100,21.875,33.03029889847928,10.714285714285714,33.03029875458229,NA,NA,25,75,94.09540575059907,0,0,0,41.79227185121491
MAGDALENA  ALC. NUEVA GRANADA,Nueva Granada,47460,47,TDM6,Magdalena,9.713573038,-74.36046674625,NA,NA,84.61538461538461,94.90968568132476,13.609467455621303,27.56282784548795,6.41025641025641,27.562827671786344,NA,NA,38.46153846153846,61.53846153846154,89.481318640664,0,0,0,37.871721877158095
BOYACÁ  ALC. SAN PABLO BORBUR,San Pablo de Borbur,15681,15,TDM2,Boyacá,5.6484847445,-74.1283460625,NA,NA,80,86.10607315198102,10.222222222222223,40.6507663356319,3.8095238095238098,40.65076618426341,NA,NA,26.66666666666667,53.333333333333336,85.25393535475726,26.666666666666668,11.592192474188742,5.7543969992393835,39.095979728564636
ANTIOQUIA  IE FONTIDUEÑO JAIME ARANGO ROJAS  BELLO,Bello,5088,5,TDC,Antioquia,6.342081572142857,-75.57809790285714,NA,NA,100,100,55.55555555555555,53.421061773533964,33.33333333333333,53.42105591231634,NA,NA,33.333333333333336,100,100,0,0,0,52.33120763597783
ANTIOQUIA  CENTRO EDUCATIVO ANTONIO MARIA BEDOYA  BELLO,Bello,5088,5,TDD,Antioquia,6.342081572142857,-75.57809790285714,NA,NA,100,100,50,50.48145552255019,0,50.48144870953547,NA,NA,0,100,100,0,0,0,45.498314138413654
ANTIOQUIA   I.E. HERNÁN VILLA BAENA  BELLO,Bello,5088,5,TDC,Antioquia,6.342081572142857,-75.57809790285714,NA,NA,100,100,37.5,49.14018597615189,16.666666666666664,49.140184113960565,NA,NA,25,100,100,0,0,0,48.027895694801686
ANTIOQUIA  I.E. SAGRADO CORAZÓN  BELLO,Bello,5088,5,TDC,Antioquia,6.342081572142857,-75.57809790285714,NA,NA,100,100,37.5,51.96511245567845,16.666666666666664,51.965110993406924,NA,NA,25,100,100,25,12.5,6.205035212333823,52.25789221224354
ANTIOQUIA  I.E. ALBERTO LEBRUN MUNERA  BELLO,Bello,5088,5,TDD,Antioquia,6.342081572142857,-75.57809790285714,NA,NA,100,100,50,50.29585798816568,0,50.29585416476985,NA,NA,0,100,100,0,20,9.928056339734118,48.20217402980907
SANTANDER  ALC. SANTA HELENA DEL OPÓN,Santa Helena del Opón,68720,68,TDM2,Santander,6.4164716288,-73.615827552,NA,NA,100,100,55.55555555555555,69.96757382513962,33.33333333333333,69.96757368662124,NA,NA,33.333333333333336,100,100,0,0,0,53.83543600430562
BOYACÁ  ALC. CHIVATA,Chivatá,15187,15,TDM6,Boyacá,5.558948845,-73.28252944,NA,NA,66.66666666666666,50.1574478827578,16.666666666666664,29.76406927620373,0,29.764068109695422,NA,NA,0,66.66666666666666,91.17195700410561,16.666666666666664,5.555555555555555,2.757793427703921,31.46122634663575
GOBIERNO DEPTAL. DEL TOLIMA - SECRETARIA DE EDUCACION Y CULTURA,Ibagué,73001,73,Territorial,Tolima,4.431118867714286,-75.21511934171428,13.9,98.33532934131736,0,0,26,26.176139849708488,17.77777777777778,26.176139750469535,2.1,97.34177215189874,50,90,90.59013308240354,NA,0,0,41.351762683592156
MAGDALENA  ALC. SANTA ANA,Santa Ana,47707,47,TDM2,Magdalena,9.3719454126,-74.54685198600001,NA,NA,75,85.70420271757972,25,38.506920748511305,0,38.50692038969801,NA,NA,0,100,100,0,0,0,38.56464758782646
BOLÍVAR  ALC. MOMPÓS,Norosí,13490,13,TDM2,Bolívar,8.550955838,-74.0811019088889,NA,NA,100,100,25,26.35080489315971,0,26.35080390431443,NA,NA,0,100,100,0,0,0,41.03189135392361
BOLÍVAR  ALC. MARGARITA,Margarita,13440,13,TDM6,Bolívar,9.086426136538462,-74.23962257076923,NA,NA,100,100,15.625,44.25808477758781,3.571428571428571,44.25808463365412,NA,NA,12.5,62.5,89.42869990797261,0,0,0,38.89847393245355
ANTIOQUIA  ASN. DE S DEL MAGDALENA MEDIO  MEDELLIN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
CALDAS  ALC. RISARALDA,Risaralda,17616,17,TDM5,Caldas,5.12923425175,-75.75713666749999,NA,NA,83.33333333333334,92.7378775306826,16.666666666666664,27.72844266886867,0,27.728440464999142,NA,NA,0,66.66666666666666,89.06779885847695,0,0,0,34.20007142951771
META  ALC. LA MACARENA,La Macarena,50350,50,TDM6,Meta,2.119255115357143,-74.26037634357144,NA,NA,66.66666666666666,98.2758226863775,33.33333333333333,59.90146466640286,0,59.90146456583996,NA,NA,0,100,100,0,0,0,41.65248066843458
HUILA  ESE HOSP. MARIA AUXILIADORA DE IQUIRA,Iquira,41357,41,TDD,Huila,2.66703133975,-75.6748352425,NA,NA,100,100,33.33333333333333,38.65088757396449,0,38.65087813563805,NA,NA,0,100,100,0,0,0,42.90765644611798
NARIÑO  ALC. GUACHUCAL,Guachucal,52317,52,TDM6,Nariño,0.98395409875,-77.715396205,NA,NA,69.23076923076923,90.75301109610811,17.159763313609467,26.577726356591725,10.256410256410255,26.577726176543614,NA,NA,38.46153846153846,69.23076923076923,92.58814279898654,0,0,0,37.659830067707546
SANTANDER  ALC. OCAMONTE,Ocamonte,68498,68,TDM6,Santander,6.33998773,-73.12256304,NA,NA,85.71428571428571,93.63903669527791,38.77551020408163,67.57212326772132,28.57142857142857,67.5721229758524,NA,NA,42.85714285714286,100,100,14.285714285714285,14.285714285714285,7.091468814095797,53.89022042686022
META  INST. NACIONAL ENSEÑANZA MEDIA INEM LUIS LÓPEZ DE MESA,Villavicencio,50001,50,TDD,Meta,4.097347387727273,-73.5856078809091,NA,NA,100,100,100,100,100,100,NA,NA,50,100,100,0,0,0,68.18181818181819
CAUCA  EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO DE MERCADOS  DE SANTANDER DE QUILICHAO MERQUILICHAO EICE,Santander de Quilichao,19698,19,TDD,Cauca,2.97848097396875,-76.4888902396875,NA,NA,50,18.95604456948079,18.75,30.84041373797593,7.142857142857142,30.840412708461663,NA,NA,25,75,92.55849666202272,0,0,0,28.93161928293969
LA GUAJIRA  ALC. FONSECA,Fonseca,44279,44,TDM6,La Guajira,10.865873916153847,-72.82609976846155,NA,NA,81.81818181818183,97.53987286270727,12.396694214876035,25.551285015699687,3.6363636363636362,25.55128496825064,NA,NA,18.181818181818176,54.54545454545454,81.20743716751959,0,0,0,34.07973704023825
BOYACÁ  I.E. HORIZONTES,San José de Pare,15664,15,TDD,Boyacá,6.018975771,-73.54537245,NA,NA,100,100,50,61.453919262450256,0,61.45391761514658,NA,NA,0,100,100,0,0,0,46.49581084204093
BOYACÁ  I.E.T. IGNACIO GIL SANABRIA DE SIACHOQUE,Siachoque,15740,15,Nacional Centralizado,Boyacá,5.511815055,-73.24464901,NA,NA,100,100,12.5,14.772197728230335,0,14.772196693121156,NA,NA,0,50,66.36687765398548,0,0,0,31.2399159438378
BOYACÁ  I.E.T. FRANCISCO JOSÉ DE CALDAS  SOCOTÁ,Socotá,15755,15,TDC,Boyacá,6.0195751025,-72.61366444000001,NA,NA,100,100,55.55555555555555,80.91391865140268,33.33333333333333,80.91391802819696,NA,NA,33.333333333333336,100,100,0,0,0,54.83055826123863
BOYACÁ I.E. TECNICA INDUSTRIAL TURMEQUE,Turmequé,15835,15,TDD,Boyacá,5.323252768,-73.49184702,NA,NA,100,100,50,57.87191898153306,0,57.871917287374806,NA,NA,0,100,100,0,0,0,46.17017445286664
BOYACÁ  IE FRANCISCO DE PAULA SANTANDER  VENTAQUEMADA,Ventaquemada,15861,15,TDC,Boyacá,5.395277360111111,-73.48957915,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SINCELEJO - Gestion Contractual,Sincelejo,70001,70,Territorial,Sucre,9.290158491304348,-75.44224660434783,13,98.44311377245509,0,0,25,36.80885676293287,0,36.80885623039444,3.25,95.88607594936708,0,100,100,NA,0,0,38.01150387372959
ARMADA NACIONAL - BASE NAVAL ARC BOLIVAR - BASE NAVAL ARC BOLIVAR,Cartagena,13001,13,Nacional,Bolívar,10.351321809774193,-75.54423180451613,7,99.16167664670658,33.33333333333333,88.96019653570562,55.55555555555555,80.35793828201616,33.33333333333333,80.3579382121217,1.6666666666666667,97.8902953586498,33.333333333333336,100,100,NA,0,0,60.16047186488614
CHIQUINQUIRA - DIRECCION DE CONTRATACIÓN,Chiquinquirá,15176,15,Territorial,Boyacá,5.61412789,-73.81838763,2,99.76047904191617,50,48.309178743961354,50,50.05717753039744,0,50.05717451452634,1,98.73417721518987,0,100,100,NA,0,0,49.7384177109554
BOYACÁ  I.E. JUAN JOSÉ RONDÓN  SOATÀ,Soatá,15753,15,TDC,Boyacá,6.331911937,-72.68402498,NA,NA,100,100,28,28.42304941084062,10,28.42304794624279,NA,NA,19.999999999999996,100,100,0,0,0,44.22027721916733
CUNDINAMARCA  ALC. ZIPAQUIRÁ,Zipaquirá,25899,25,TDM5,Cundinamarca,5.028971823111111,-73.9945216337037,NA,NA,100,100,9.259259259259258,34.492196848342594,3.9215686274509802,34.49219680612343,NA,NA,22.22222222222222,44.44444444444444,86.7946815937534,27.77777777777778,4.481504986310639,2.22463169954457,39.60166249628235
DEPARTAMENTO DEL CASANARE - UNIDADSALUD,Yopal,85001,85,Territorial,Casanare,5.2652240406363635,-72.29263869454546,20.666666666666668,97.5249500998004,0,0,33.33333333333333,33.467909008486245,0,33.46790854736087,3.6666666666666665,95.35864978902954,0,100,100,NA,0,0,38.30707018588746
LA GUAJIRA  CENTRO ETNOEDUCATIVO INTEGRAL RURAL FLOR DE PATAJATAMANA  URIBIA,Uribia,44847,44,TDD,La Guajira,12.108595227,-71.6612684565,NA,NA,100,100,33.33333333333333,35.861822089025026,0,35.86182132969606,NA,NA,0,100,100,0,0,0,42.65410503839622
SANTANDER  ALC. TONA,Tona,68820,68,TDM6,Santander,7.17540247075,-72.972304515,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
SANTIAGO DE CALI - SECRETARIA DE SALUD PUBLICA - SECRETARIA DE SALUD PUBLICA MPAL.,No definido,0,NA,Territorial,No definido,NA,NA,25.875,96.90119760479043,0,0,12.5,39.701880366848776,0,39.70188032278274,4,94.9367088607595,0,50,96.0157826241955,NA,0,0,32.50463078804952
CHOCÓ  ALC. NOVITA,Nóvita,27491,27,TDM6,Chocó,4.9299977665625,-76.571434081875,NA,NA,100,100,28,62.39411012220172,10,62.39411000723415,NA,NA,19.999999999999996,100,100,0,0,0,47.3085554656547
GOBERNACIÓN DE RISARALDA - SECRETARÍA ADMINISTRATIVA,Pereira,66001,66,Territorial,Risaralda,4.785936267710526,-75.73000657960526,27.5,96.7065868263473,0,0,50,94.30904383908359,0,94.3090438374153,1,98.73417721518987,0,100,100,NA,0,0,44.979150656718396
SANTANDER  ALC. SANTA BÁRBARA,Santa Bárbara,68705,68,TDM2,Santander,6.990510681,-72.90733628,NA,NA,100,100,22.222222222222218,37.539260390348886,6.666666666666667,37.539260133473945,NA,NA,16.666666666666664,83.33333333333333,97.53245053735414,16.666666666666664,3.7714077788316,1.8721374454175816,44.20643742795525
BOYACÁ  GOBERNACIÓN,Tunja,15001,15,TDC,Boyacá,5.539953238,-73.35548873,NA,NA,85.71428571428571,93.73059777284166,18.36734693877551,28.37584183361395,4.761904761904762,28.375841772836026,NA,NA,14.28571428571429,71.42857142857142,87.08326062171898,0,0,0,36.70432030522057
ANTIOQUIA  I.E. SANTO ÁNGEL  MEDELLÍN,Medellín,5001,5,TDD,Antioquia,6.2316158553448275,-75.56855862724139,NA,NA,100,100,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,50
ANTIOQUIA  ALC. AMAGÁ,Amagá,5030,5,TDM6,Antioquia,6.051665558555555,-75.70087402666667,NA,NA,72.22222222222221,90.2697461626918,13.580246913580247,19.312209820229544,8.49673202614379,19.312209742470163,NA,NA,38.888888888888886,61.111111111111114,84.78997911567126,16.666666666666664,20.69457681405115,10.27284622684276,39.664111451645404
MEDELLIN - Secretaria Salud,Medellín,5001,5,Territorial,Antioquia,6.2316158553448275,-75.56855862724139,1,99.88023952095809,100,100,22,24.829487451111287,13.333333333333334,24.82948744874096,1,98.73417721518987,50,90,92.26430257429314,NA,0,0,57.58679500790714
SUAZA - CONTRATACION ALCALDIA SUAZA,No definido,0,NA,Territorial,No definido,NA,NA,37,95.5688622754491,100,100,100,100,NA,NA,1,98.73417721518987,0,NA,NA,NA,1.9834999999999998,0.984614987493131,66.36346160868135
ALCALDIA DE PALESTINA - Aldemar Muñoz Guaca,No definido,0,NA,Territorial,No definido,NA,NA,35,95.80838323353294,100,100,100,100,NA,NA,1,98.73417721518987,0,NA,NA,NA,0,0,66.06028449430254
CÓRDOBA  ALC. TUCHÍN,Tuchín,23815,23,TDM6,Córdoba,9.225423224,-75.53526870419354,NA,NA,88.23529411764706,71.44131167663973,7.958477508650518,26.06807529054338,2.2058823529411766,26.06807522443335,NA,NA,17.647058823529417,41.17647058823529,85.16948303013243,11.76470588235294,6.576991790782809,3.2648372522430256,32.86441711942707
MAGDALENA  ALC. SITIONUEVO,Sitionuevo,47745,47,TDM4,Magdalena,10.851648704,-74.652571472,NA,NA,100,100,14.285714285714285,54.97163713261933,0,54.97163706705487,NA,NA,0,57.14285714285714,92.86525524913364,0,0,0,38.115042164574945
CARDIQUE  CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE,Cartagena,13001,13,Nacional Descentralizado,Bolívar,10.351321809774193,-75.54423180451613,NA,NA,0,0,50,50.35233386572091,0,50.35233173019248,NA,NA,0,100,100,0,0,0,27.304757624156448
SANTANDER  ALC. SURATA,Suratá,68780,68,TDM6,Santander,7.450066001333333,-73.00681936333334,NA,NA,75,96.7979002624672,62.5,93.80086937951656,50,93.80086929607712,NA,NA,50,100,100,0,0,0,57.09988814927125
HUILA  ALC. BARAYA,Baraya,41078,41,TDM6,Huila,3.141348603,-74.99007539,NA,NA,100,100,18.518518518518515,43.35416938513975,8.333333333333332,43.354169208814284,NA,NA,22.22222222222222,66.66666666666666,94.34807146394206,22.22222222222222,1.650793650793651,0.8194586185177367,43.46685964375965
CHOCÓ  ALC. BAJO BAUDÓ,Bajo Baudó,27077,27,TDM4,Chocó,4.929590105470588,-77.29634586823529,NA,NA,100,100,14.285714285714285,28.10606109524479,0,28.106061052887288,NA,NA,0,57.14285714285714,91.28922671916719,0,0,0,35.52944174936213
SANTANDER  INST. DE CULTURA Y TURISMO DE BUCARAMANGA,Bucaramanga,68001,68,TDM2,Santander,7.172108315333333,-73.12675052833333,NA,NA,66.66666666666666,99.81975077018984,33.33333333333333,96.16014310171596,0,96.16014309793009,NA,NA,0,100,100,33.33333333333333,0,0,48.11938429138537
SANTANDER  ALC. FLORIDABLANCA,Floridablanca,68276,68,TDM2,Santander,7.06555413225,-73.08299921416666,NA,NA,80,98.82761766549677,20,81.8537895465,0,81.853789542109,NA,NA,0,80,98.82761766549677,60,142.69315590802708,70.83328455746785,66.6395877584535
SANTANDER  BANCO INMOBILIARIO DE FLORIDABLANCA,Floridablanca,68276,68,TDM1,Santander,7.06555413225,-73.08299921416666,NA,NA,0,0,100,100,NA,NA,NA,NA,0,NA,NA,0,0,0,25
META  ALC. BARRANCA DE UPIA,Barranca de Upía,50110,50,TDM2,Meta,4.6012526430000005,-72.996437765,NA,NA,40,66.04764290131303,28,43.2008310043152,10,43.20083060626444,NA,NA,19.999999999999996,100,100,40,44.52351709724881,22.10159930923007,46.71578093746428
ANTIOQUIA  ALC. EL BAGRE,El Bagre,5250,5,TDM6,Antioquia,7.59427715475,-74.72749794333333,NA,NA,50,86.97204222611708,10.15625,23.768806842883883,4.166666666666666,23.768806807756672,NA,NA,25,50,85.75447695755672,12.5,14.87647785286666,7.384725513003351,33.68904055082676
CÓRDOBA  I.E. CRISTÓBAL COLON  MONTERÍA,Montería,23001,23,TDD,Córdoba,8.616615112442624,-75.9446825595082,NA,NA,100,100,52,73.11547364648435,40,73.11547309489215,NA,NA,60,100,100,0,0,0,56.82867942240767
